dt,date,pressure,wind_speed,wind_gust
1705003200,2024-01-11 20:00:00+00:00,1009.9,3.3,4.6
1705006800,2024-01-11 21:00:00+00:00,1009.3,3.238827,4.9
1705010400,2024-01-11 22:00:00+00:00,1009.2,2.1213202,4.7
1705014000,2024-01-11 23:00:00+00:00,1009.5,1.486607,3.4
1705017600,2024-01-12 00:00:00+00:00,1010.3,1.029563,2.5
1705021200,2024-01-12 01:00:00+00:00,1011.0,2.3194828,3.5
1705024800,2024-01-12 02:00:00+00:00,1011.5,2.9410882,4.0
1705028400,2024-01-12 03:00:00+00:00,1011.9,3.3286633,4.5
1705032000,2024-01-12 04:00:00+00:00,1011.9,3.1112697,4.5
1705035600,2024-01-12 05:00:00+00:00,1011.2,2.8425343,4.2
1705039200,2024-01-12 06:00:00+00:00,1010.5,3.2649658,4.4
1705042800,2024-01-12 07:00:00+00:00,1009.5,3.448188,4.7
1705046400,2024-01-12 08:00:00+00:00,1008.9,3.482815,4.8
1705050000,2024-01-12 09:00:00+00:00,1008.6,3.1400635,4.8
1705053600,2024-01-12 10:00:00+00:00,1008.8,2.8017852,4.4
1705057200,2024-01-12 11:00:00+00:00,1009.0,2.2472205,4.0
1705060800,2024-01-12 12:00:00+00:00,1009.8,1.7204651,3.4
1705064400,2024-01-12 13:00:00+00:00,1010.7,3.1064448,4.8
1705068000,2024-01-12 14:00:00+00:00,1011.0,2.780288,4.1
1705071600,2024-01-12 15:00:00+00:00,1010.8,3.3301651,4.4
1705075200,2024-01-12 16:00:00+00:00,1010.9,2.4207437,4.4
1705078800,2024-01-12 17:00:00+00:00,1010.8,0.53851646,3.4
1705082400,2024-01-12 18:00:00+00:00,1010.5,1.3038405,2.0
1705086000,2024-01-12 19:00:00+00:00,1009.7,1.8357561,2.9000003
1705089600,2024-01-12 20:00:00+00:00,1009.1,1.8357561,3.0999997
1705093200,2024-01-12 21:00:00+00:00,1008.6,1.9235384,3.2
1705096800,2024-01-12 22:00:00+00:00,1008.6,0.9055385,3.0999997
1705100400,2024-01-12 23:00:00+00:00,1008.9,1.1,1.9
1705104000,2024-01-13 00:00:00+00:00,1009.7,1.8788295,2.9999998
1705107600,2024-01-13 01:00:00+00:00,1011.0,3.2893767,4.4
1705111200,2024-01-13 02:00:00+00:00,1011.8,3.9357338,5.1
1705114800,2024-01-13 03:00:00+00:00,1011.8,4.981967,6.5
1705118400,2024-01-13 04:00:00+00:00,1011.6,4.9578223,6.9
1705122000,2024-01-13 05:00:00+00:00,1011.2,4.596738,6.5
1705125600,2024-01-13 06:00:00+00:00,1010.7,5.3075423,6.9
1705129200,2024-01-13 07:00:00+00:00,1009.6,5.59017,7.3
1705132800,2024-01-13 08:00:00+00:00,1009.0,5.448853,7.3
1705136400,2024-01-13 09:00:00+00:00,1008.8,5.375872,7.2
1705140000,2024-01-13 10:00:00+00:00,1009.2,4.8083262,7.1
1705143600,2024-01-13 11:00:00+00:00,1009.5,4.3416586,6.3
1705147200,2024-01-13 12:00:00+00:00,1010.3,3.2649655,5.8000007
1705150800,2024-01-13 13:00:00+00:00,1010.5,3.920459,5.6
1705154400,2024-01-13 14:00:00+00:00,1011.3,3.3600595,5.1
1705158000,2024-01-13 15:00:00+00:00,1011.7,2.147091,4.5
1705161600,2024-01-13 16:00:00+00:00,1011.7,1.2083046,3.0999997
1705165200,2024-01-13 17:00:00+00:00,1011.3,2.376973,3.2
1705168800,2024-01-13 18:00:00+00:00,1010.9,3.3970573,4.8
1705172400,2024-01-13 19:00:00+00:00,1010.5,3.920459,5.3
1705176000,2024-01-13 20:00:00+00:00,1010.3,0.72801095,5.8000007
1705179600,2024-01-13 21:00:00+00:00,1010.0,0.53851646,3.4
1705183200,2024-01-13 22:00:00+00:00,1009.9,1.0630146,2.1
1705186800,2024-01-13 23:00:00+00:00,1010.1,1.0440307,2.2
1705190400,2024-01-14 00:00:00+00:00,1010.6,1.3152945,2.4
1705194000,2024-01-14 01:00:00+00:00,1012.0,0.8062258,2.4
1705197600,2024-01-14 02:00:00+00:00,1012.6,0.70710677,1.8
1705201200,2024-01-14 03:00:00+00:00,1012.9,2.2203603,3.2
1705204800,2024-01-14 04:00:00+00:00,1012.7,3.7443287,4.9
1705208400,2024-01-14 05:00:00+00:00,1012.0,3.9962482,5.6
1705212000,2024-01-14 06:00:00+00:00,1011.6,3.8948684,5.5
1705215600,2024-01-14 07:00:00+00:00,1010.5,3.9962482,5.4
1705219200,2024-01-14 08:00:00+00:00,1009.4,3.3301651,5.5
1705222800,2024-01-14 09:00:00+00:00,1008.9,3.9597979,5.3
1705226400,2024-01-14 10:00:00+00:00,1009.0,4.545327,6.1
1705230000,2024-01-14 11:00:00+00:00,1009.3,3.7802117,6.1
1705233600,2024-01-14 12:00:00+00:00,1010.0,3.2649658,5.2
1705237200,2024-01-14 13:00:00+00:00,1010.8,4.7423625,6.9
1705240800,2024-01-14 14:00:00+00:00,1011.2,3.5468297,6.3
1705244400,2024-01-14 15:00:00+00:00,1011.4,2.6925824,4.8
1705248000,2024-01-14 16:00:00+00:00,1011.6,1.868154,3.9
1705251600,2024-01-14 17:00:00+00:00,1011.5,1.6278821,2.8
1705255200,2024-01-14 18:00:00+00:00,1011.3,2.2,3.2
1705258800,2024-01-14 19:00:00+00:00,1010.6,2.8,4.0
1705262400,2024-01-14 20:00:00+00:00,1010.0,2.408319,4.1
1705266000,2024-01-14 21:00:00+00:00,1009.4,1.9313208,3.7
